mibig_id	nucl_acc	loc	from_gbk	from_genefinding	new_annot	re_annot
BGC0001508	KY349137.1	1-29400	10	0	0	0
BGC0001509	NZ_LVEJ01000013.1	116447-161212	9	0	0	0
BGC0001510	KY014292.1	1-14535	13	0	0	0
BGC0001511	KY489977.1	1-82944	42	0	0	0
BGC0001512	KY964612.1	50-19375	20	0	0	0
BGC0001513	KY978480.1	1-11818	12	0	0	0
BGC0001514	LC054541.1	1-37469	33	0	0	0
BGC0001515	BN001302.1	74783-138817	15	0	0	0
BGC0001516	NW_002477238.1	30057-45034	7	0	0	0
BGC0001517	NT_165937.1	152315-189525	11	0	0	0
BGC0001518	BA000051.1	3489600-3513098	10	0	0	0
BGC0001519	NZ_AOPZ01000014.1	1-64790	33	0	0	0
BGC0001520	LYMC01000002.1	865331-945611	28	0	0	0
BGC0001521	CP000875.1	27203-54477	21	0	0	0
BGC0001522	MH101993.1	1-126292	67	0	0	0
BGC0001523	KY484834.1	1-129796	23	0	0	0
BGC0001524	CP003333.1	713687-734668	12	0	0	0
BGC0001525	KR059027.1	1-16392	11	0	0	0
BGC0001526	KX083339.1	1-14417	10	0	0	0
BGC0001527	KY287598.1	1-8170	1	0	0	0
BGC0001528	LC274619.1	1-21000	4	0	0	0
BGC0001529	LC177364.1	1-12821	10	0	0	0
BGC0001530	NZ_NHZO01000168.1	815430-824394	8	0	0	0
BGC0001531	LC090204.1	1-11264	6	0	0	0
BGC0001532	KY810814.1	1-62967	18	0	0	0
BGC0001533	KT362046.1	1-63657	34	0	0	0
BGC0001534	MG324007.1	1-5762	4	0	0	0
BGC0001535	MG324008.1	1-4391	3	0	0	0
BGC0001536	KY810815.1	1-60225	11	0	0	0
BGC0001537	NZ_BBOK01000014.1	7976-76904	15	0	0	0
BGC0001538	JJOB01000001.1	5307572-5323285	10	0	0	0
BGC0001539	FQ859185.1	77019-79728	4	0	0	0
BGC0001540	KY379149.1	1-38626	33	0	0	0
BGC0001541	LKMD01000100.1	2253404-2296209	16	0	0	0
BGC0001542	KY656140.1	1-22797	7	0	0	0
BGC0001543	HE664023.1	1-51429	26	0	0	0
BGC0001544	MSFM01000001.1	576138-603864	11	0	0	0
BGC0001545	NC_026476.1	7267866-7282780	4	0	0	0
BGC0001546	MG824991.1	1-10917	10	0	0	0
BGC0001547	LC102187.1	1-20796	11	0	0	0
BGC0001548	LWBU01000091.1	108186-111640	4	0	0	0
BGC0001549	NZ_AOPZ01000017.1	98591-103347	5	0	0	0
BGC0001550	NZ_JNZY01000033.1	2136-7545	5	0	0	0
BGC0001551	NZ_CP009438.1	7073769-7076321	3	0	0	0
BGC0001552	BA000030.3	6877533-6882094	4	0	0	0
BGC0001553	MF893273.1	1-20863	10	0	0	0
BGC0001554	NC_007355.1	400369-406343	5	0	0	0
BGC0001555	NC_011980.1	1-103275	164	0	0	0
BGC0001556	MH167394.1	1-21510	9	0	0	0
BGC0001557	MF197864.1	1-58291	21	0	0	0
BGC0001558	NZ_KB898282.1	104106-158376	52	0	0	0
BGC0001559	KJ868728.1	1-57070	19	0	0	0
BGC0001560	KY315923.1	1-28792	12	0	0	0
BGC0001561	LMWJ01000028.1	1237-18814	13	0	0	0
BGC0001562	LMWJ01000003.1	314041-333483	11	0	0	0
BGC0001563	LC208781.1	1-53000	18	0	0	0
BGC0001564	MG518226.1	1-54398	11	0	0	0
BGC0001565	MF716954.1	1-90396	13	0	0	0
BGC0001566	KX682397.1	1-30207	16	0	0	0
BGC0001567	NZ_CP016438.1	880171-911036	11	0	0	0
BGC0001568	MF773975.1	1-58217	51	0	0	0
BGC0001569	CP011533.1	2863457-2909713	24	0	0	0
BGC0001570	LWBU01000384.1	224545-240028	9	0	0	0
BGC0001571	MG886384.1	1-66332	26	0	0	0
BGC0001572	MH015039.1	1-12989	4	0	0	0
BGC0001573	KY677717.1	1-27143	6	0	0	0
BGC0001574	KY427327.1	1-24094	18	0	0	0
BGC0001575	NZ_ACII02000003.1	1882321-1912292	17	0	0	0
BGC0001576	KY115608.1	1-16772	8	0	0	0
BGC0001577	KY115609.1	1-2907	5	0	0	0
BGC0001578	EQ962653.1	753988-785137	14	0	0	0
BGC0001579	NZ_MOEP01000024.1	85466-94303	8	0	0	0
BGC0001580	LT608336.1	1-74027	36	0	0	0
BGC0001581	AY899213.1	1-8735	7	0	0	0
BGC0001582	KJ144825.1	1-74009	19	0	0	0
BGC0001583	BK010419.1	1-21067	4	0	0	0
BGC0001584	KU597647.1	1-73117	56	0	0	0
BGC0001585	BK010420.1	1-44233	11	0	0	0
BGC0001586	NZ_CP015641.1	3711099-3730171	17	0	0	0
BGC0001587	BA000030.3	6792146-6800400	6	0	0	0
BGC0001588	NC_017831.1	3239438-3263836	21	0	0	0
BGC0001589	NC_011001.1	1469947-1501228	21	0	0	0
BGC0001590	KX859301.1	1-43083	43	0	0	0
BGC0001591	JF429413.1	1-30244	30	0	0	0
BGC0001592	MG708299.1	1-19687	17	0	0	0
BGC0001593	KY454693.1	1-65900	55	0	0	0
BGC0001594	KY026487.1	1-38842	31	0	0	0
BGC0001595	KY026489.1	1-28227	23	0	0	0
BGC0001596	NZ_CP010519.1	5974062-6020749	43	0	0	0
BGC0001597	LC095592.1	1-71515	36	0	0	0
BGC0001598	KT440882.1	1-57596	41	0	0	0
BGC0001599	HG938371.2	222371-231743	8	0	0	0
BGC0001600	HG970332.2	10931974-10955572	8	0	0	0
BGC0001601	LC389591.1	1-1143	3	0	0	0
BGC0001602	LC389592.1	1-6935	9	0	0	0
BGC0001603	KY971520.1	1-46458	37	0	0	0
BGC0001604	KT216505.1	1-30000	7	0	0	0
BGC0001605	NC_000914.2	358229-367346	8	0	0	0
BGC0001606	HF679033.1	2066369-2088912	5	0	0	0
BGC0001607	NZ_JOJM01000053.1	32187-60425	25	0	0	0
BGC0001608	NZ_CP011371.1	3068194-3115010	8	0	0	0
BGC0001609	ABDF02000047.1	1-30121	8	0	0	0
BGC0001610	KY089035.1	1-17634	15	0	0	0
BGC0001611	MF925481.1	1-72893	28	0	0	0
BGC0001612	KX451322.1	1-41276	32	0	0	0
BGC0001613	MF504019.1	1-2934	1	0	0	0
BGC0001614	LT546031.1	1-47882	16	0	0	0
BGC0001615	KX021865.1	1-10987	7	0	0	0
BGC0001616	LC331673.1	1-14029	3	0	0	0
BGC0001617	NW_006763134.1	911832-958327	17	0	0	0
BGC0001618	KY021154.1	1-8595	8	0	0	0
BGC0001619	KJ159185.1	1-334748	40	0	0	0
BGC0001620	KY173348.1	5862-63617	21	0	0	0
BGC0001621	NW_002477244.1	25905-53073	10	0	0	0
BGC0001622	KX891214.1	1-23603	21	0	0	0
BGC0001623	LC269948.1	1-37581	18	0	0	0
BGC0001624	KU963195.1	1-43773	12	0	0	0
BGC0001625	KX358898.1	1-22706	22	0	0	0
BGC0001626	KL659535.1	5661-46200	10	0	0	0
BGC0001627	AL123456.3	106734-117539	5	0	0	0
BGC0001628	LC217607.1	1-35856	9	0	0	0
BGC0001629	PHSU01000013.1	5349-25965	0	3	0	0
BGC0001630	LC160290.1	1-36804	11	0	0	0
BGC0001631	LC160291.1	1-26273	6	0	0	0
BGC0001632	JXYX01000010.1	99832-105011	6	0	0	0
BGC0001633	AORZ01000018.1	52624-58838	6	0	0	0
BGC0001634	NZ_JOHD01000003.1	9373-14846	5	0	0	0
BGC0001635	CP017717.1	11980264-12029697	25	0	0	0
BGC0001636	LC371755.1	1-75000	10	0	0	0
BGC0001637	MF401554.1	1-18579	12	0	0	0
BGC0001638	LN681175.1	148257-154139	0	5	0	0
BGC0001639	NGTK01000002.1	180938-185949	5	0	0	0
BGC0001640	MF620092.1	1-12133	9	0	0	0
BGC0001641	NC_005126.1	3124571-3174107	2	0	0	0
BGC0001642	HF679030.1	2313680-2315399	1	0	0	0
BGC0001643	LC365285.1	1-7543	5	0	0	0
BGC0001644	CP007142.1	3836738-3965219	21	0	0	0
BGC0001645	NZ_KL591029.1	29465-35073	5	0	0	0
BGC0001646	MH171092.1	1-99474	22	0	0	0
BGC0001647	LZNS01000001.1	413230-431538	9	0	0	0
BGC0001648	KT591188.1	1-76167	22	0	0	0
BGC0001649	LC330869.1	1-55095	31	0	0	0
BGC0001650	MF495862.1	1-26129	11	0	0	0
BGC0001651	CP003191.1	1153920-1164630	12	0	0	0
BGC0001652	KT381463.1	1-25568	18	0	0	0
BGC0001653	NZ_BCBX01000035.1	138603-204835	13	0	0	0
BGC0001654	AE015928.1	4337976-4357778	18	0	0	0
BGC0001655	NZ_ANAC01000010.1	360089-365660	6	0	0	0
BGC0001656	KR857272.1	1-101179	30	0	0	0
BGC0001657	LC128664.1	1-71777	21	0	0	0
BGC0001658	LWSF01000005.1	155192-208720	26	0	0	0
BGC0001659	KU376508.1	90-16646	6	0	0	0
BGC0001660	KY938841.1	1-7887	7	0	0	0
BGC0001661	MG601230.1	1-23240	22	0	0	0
BGC0001662	MF139773.1	1-168396	32	0	0	0
BGC0001663	KY379971.1	1-22989	9	0	0	0
BGC0001664	KY464182.1	1-27742	19	0	0	0
BGC0001665	CP000854.1	2992146-3011664	6	0	0	0
BGC0001666	MG018799.1	1-69750	27	0	0	0
BGC0001667	KX891213.1	1-55137	10	0	0	0
BGC0001668	BN001306.1	790405-797948	3	0	0	0
BGC0001669	MG673929.1	1-40001	23	0	0	0
BGC0001670	KX263301.1	1-88860	20	0	0	0
BGC0001671	KY452017.1	1-77714	15	0	0	0
BGC0001672	KY502195.1	1-42628	8	0	0	0
BGC0001673	NC_017586.1	76815-79729	4	0	0	0
BGC0001674	FONR01000003.1	396027-407939	14	0	0	0
BGC0001675	KX817190.1	1-67000	58	0	0	0
BGC0001676	MG837053.1	1-16020	5	0	0	0
BGC0001677	KU234530.1	1-23325	7	0	0	0
BGC0001678	BGNK01000303.1	178900-191211	0	1	0	0
BGC0001679	BN001303.1	1428991-1441472	3	0	0	0
BGC0001680	AFOF01000007.1	221111-221902	1	0	0	0
BGC0001681	FQ312004.1	350270-352132	2	0	0	0
BGC0001682	FM209186.1	5212495-5214026	2	0	0	0
BGC0001683	ACWD01000051.1	3723-8053	4	0	0	0
BGC0001684	CP000964.1	111847-116635	4	0	0	0
BGC0001685	AGDM01000017.1	11835-14711	2	0	0	0
BGC0001686	FR902169.1	28258-44195	9	0	0	0
BGC0001687	JF429409.1	1-40970	32	0	0	0
BGC0001688	JF429413.1	1-30244	30	0	0	0
BGC0001689	MF589902.1	1-6951	5	0	0	0
BGC0001690	KX458106.1	1-91778	22	0	0	0
BGC0001691	LC150594.1	1-1593	1	0	0	0
BGC0001692	NC_014228.1	2151233-2184146	16	0	0	0
BGC0001693	KY454837.1	3153-68576	60	0	0	0
BGC0001694	MG243704.1	1-73870	32	0	0	0
BGC0001695	MH128122.1	1-41200	17	0	0	0
BGC0001696	LC310987.1	1-9985	11	0	0	0
BGC0001697	CM002236.1	8652820-8699834	15	0	0	0
BGC0001698	KR871223.1	1-14218	3	0	0	0
BGC0001699	BN001308.1	1017270-1047696	4	0	0	0
BGC0001700	MF671979.1	1-132350	31	0	0	0
BGC0001701	KY914474.1	1-16220	15	0	0	0
BGC0001702	KY287782.1	1-68204	27	0	0	0
BGC0001703	KP143720.1	1-41570	22	0	0	0
BGC0001704	KY594676.1	1-37663	21	0	0	0
BGC0001705	MF668122.1	1-48240	9	0	0	0
BGC0001706	MG182145.1	42700-71644	13	0	0	0
BGC0001707	KX173290.1	1-27246	23	0	0	0
BGC0001708	MSZS01000014.1	103246-136242	13	0	0	0
BGC0001709	MG742725.1	1-119206	19	0	0	0
BGC0001710	KX931446.1	1-19561	14	0	0	0
BGC0001711	JPWP01000009.1	926-56163	17	0	0	0
BGC0001712	MSFO01000007.1	2783445-2824507	17	0	0	0
BGC0001713	JYFX01000060.1	1-11163	7	0	0	0
BGC0001714	NZ_ANMG01000009.1	82437-151608	24	0	0	0
BGC0001715	LN999013.1	1-50126	17	0	0	0
BGC0001716	NZ_LN681227.1	2379690-2423130	15	0	0	0
BGC0001717	LC316945.1	2899-22560	7	0	0	0
BGC0001718	NW_017962980.1	582792-598007	5	0	0	0
BGC0001719	MF437311.1	1-38659	34	0	0	0
BGC0001720	JH725181.1	8391-54012	14	0	0	0
BGC0001721	KY523076.1	1-30395	15	0	0	0
BGC0001722	BN001306.1	1341776-1360358	6	0	0	0
BGC0001723	KY129858.1	1-10733	10	0	0	0
BGC0001724	KB644411.1	2193562-2264617	20	0	0	0
BGC0001725	AB005787.1	1-6801	4	0	0	0
BGC0001726	KU569222.1	1-31637	9	0	0	0
BGC0001727	CP000154.2	1552554-1565755	11	0	0	0
BGC0001728	NC_014483.2	2550215-2616852	27	0	0	0
BGC0001729	LC127182.1	1-47451	16	0	0	0
BGC0001730	KX533975.1	1-40401	28	0	0	0
BGC0001731	KJ721164.1	1-64000	53	0	0	0
BGC0001732	KJ721165.1	1-65000	53	0	0	0
BGC0001733	NC_019689.1	1517859-1525928	5	0	0	0
BGC0001734	KY781198.1	1-24020	10	0	0	0
BGC0001735	KJ856912.1	1-39550	32	0	0	0
BGC0001736	BX470251.1	3312941-3325828	8	0	0	0
BGC0001737	KY646191.1	1-53488	10	0	0	0
BGC0001738	LC361337.1	2234-26559	7	0	0	0
BGC0001739	NZ_JNXE01000019.1	94228-109122	13	0	0	0
BGC0001740	LC315614.1	1-100000	43	0	0	0
BGC0001741	KY682688.1	1-42946	10	0	0	0
BGC0001742	KX098584.1	1-50415	12	0	0	0
BGC0001743	NDXC01000075.1	9158-12204	7	0	0	0
BGC0001745	NZ_KB235920.1	27903-33295	6	0	0	0
BGC0001746	NZ_CM000950.1	7136895-7138013	1	0	0	0
BGC0001747	JUET01000030.1	26728-37883	9	0	0	0
BGC0001748	MF668123.1	1-18705	3	0	0	0
BGC0001749	CM001233.1	3633847-3688831	17	0	0	0
BGC0001750	MF817819.1	1-38255	22	0	0	0
BGC0001751	KY765914.1	1-69479	27	0	0	0
BGC0001752	LNBE01000003.1	1478212-1517303	0	18	0	0
BGC0001753	NZ_JNZK01000003.1	134923-155574	18	0	0	0
BGC0001754	AL646053.1	777576-820777	5	0	0	0
BGC0001755	MG947597.1	1-103914	20	0	0	0
BGC0001756	CP002686.1	4863613-4887487	7	0	0	0
BGC0001757	FN667742.1	1086139-1089360	3	0	0	0
BGC0001758	NC_014718.1	23940-46916	1	0	0	0
BGC0001759	MF773686.1	1-113830	63	0	0	0
BGC0001760	NZ_ANSJ01000026.1	30040-59133	14	0	0	0
BGC0001761	KY646190.1	1-50778	18	0	0	0
BGC0001762	KX218108.1	1-36216	36	0	0	0
BGC0001763	LC257593.1	1-55642	20	0	0	0
BGC0001764	LC177423.1	1-67922	51	0	0	0
BGC0001765	CP014259.1	1227027-1251375	20	0	0	0
BGC0001766	BK009377	1-48212	14	0	0	0
BGC0001767	KB897466.1	18300-48531	0	13	0	0
BGC0001768	NW_003315863.1	476075-504188	5	0	0	0
BGC0001769	KX356541.1	1-44740	40	0	0	0
BGC0001770	KX230849.1	1-94427	25	0	0	0
BGC0001771	NZ_JOBC01000043.1	13255-31732	17	0	0	0
BGC0001772	KY767986.1	1-120143	18	0	0	0
BGC0001773	CP013855.1	94748-202058	27	0	0	0
BGC0001774	MF372757.1	1-24025	18	0	0	0
BGC0001775	LC380446.1	1-30001	6	0	0	0
BGC0001776	KF280651.1	1-68344	22	0	0	0
BGC0001777	BK010418.1	1-25112	6	0	0	0
BGC0001778	LAQS01000018.1	12966-29440	17	0	0	0
BGC0001779	CP009313.1	7655773-7662064	6	0	0	0
BGC0001780	KX765816.1	1-52640	10	0	0	0
BGC0001781	BDCX01000012.1	158350-161251	4	0	0	0
BGC0001782	KY750719.1	1-39999	33	0	0	0
BGC0001783	JQ414024.1	1-64041	55	0	0	0
BGC0001784	MG891745.1	1-95952	41	0	0	0
BGC0001785	KY593296.1	1-95304	41	0	0	0
BGC0001786	JRVC01000028.1	16281-27234	9	0	0	0
BGC0001787	KU867867.1	1-13318	9	0	0	0
BGC0001788	KU867868.1	1-11509	10	0	0	0
BGC0001789	KU867866.1	1-13648	11	0	0	0
BGC0001790	KX757706.1	1-34975	17	0	0	0
BGC0001791	NZ_CP007142.1	5526779-5556971	12	0	0	0
BGC0001792	NC_020990.1	3888752-3971215	21	0	0	0
BGC0001793	KY365740.1	1-22998	7	0	0	0
BGC0001794	KY365741.1	1-23916	6	0	0	0
BGC0001795	KY767987.1	1-87858	7	0	0	0
BGC0001796	CP017705.1	4751365-4791946	22	0	0	0
BGC0001797	LC318724.1	1-22234	21	0	0	0
BGC0001798	MG603754.1	1-75307	42	0	0	0
BGC0001799	MH011344.1	78652-1013747	0	12	12	0
BGC0001800	MG844357.1	1-55291	14	0	0	0
BGC0001801	FR845719.1	555257-584067	15	0	0	0
BGC0001802	MF593843.1	1-11484	11	0	0	0
BGC0001803	AB819757.1	1-30576	19	0	0	0
BGC0001804	KT716443.1	1-49994	36	0	0	0
BGC0001805	HG425356.1	1-25846	18	0	0	0
BGC0001806	KX432141.1	1-60453	3	0	0	0
BGC0001807	MG012231.1	1-98792	39	0	0	0
BGC0001808	KY022432.1	1-10410	10	0	0	0
BGC0001809	NC_017203.1	220988-223084	2	0	0	0
BGC0001810	LC144914.1	1-16267	12	0	0	0
BGC0001811	LC222739.1	1-27272	11	0	0	0
BGC0001812	MF033535.1	1-73895	29	0	0	0
BGC0001813	NZ_JOCH01000080.1	1569-29680	15	0	0	0
BGC0001814	MF541667.1	1-57737	36	0	0	0
BGC0001815	KT762610.1	1-45001	32	0	0	0
BGC0001816	KX449366.1	1-118762	16	0	0	0
BGC0001817	KJ159186.1	1-203416	5	0	0	0
BGC0001818	LC072720.1	1-40455	46	0	0	0
BGC0001819	NZ_CP018074.1	519875-549437	16	0	0	0
BGC0001820	KY359203.1	1-46319	13	0	0	0
BGC0001821	KY359203.1	1-46319	13	0	0	0
BGC0001822	MH108942.1	1-44663	12	0	0	0
BGC0001823	MF925482.1	1-76440	31	0	0	0
BGC0001824	MUBK01000010.1	39733-57269	6	0	0	0
BGC0001825	NZ_LN681227.1	2673982-2688831	1	0	0	0
BGC0001826	NZ_NJCW01000032.1	19426-36800	9	0	0	0
BGC0001827	MG736817.1	1-48922	14	0	0	0
BGC0001828	KT345957.1	1-74735	13	0	0	0
BGC0001829	LN999909.1	1-25136	13	0	0	0
BGC0001830	KP997155.1	1-64171	23	0	0	0
