MIBiG name	MIBiG SMILES	MIBiG Inchikey	MIBiG BGC ID	NPAID	NPA name	Curated name	Curated SMILES	Curated Source Database ID	Curated doi	Curated origin	Notes
lorneic acid A	CCCC/C=C/C1=C(C=CC(=C1)C)/C=C/CC(=O)O	BPISPUIKHXBPSU-CDJQDVQCSA-N	BGC0001200	NPA006963	Lorneic acid A						
(+)-eremophilene	CC1CCC=C2C1(CC(CC2)C(=C)C)C	QEBNYNLSCGVZOH-UHFFFAOYSA-N	BGC0001201	NPA009636	Eremophilene						
landepoxcin			BGC0001202								
clarexpoxcin			BGC0001203								
versipelostatin	CC/C/1=C\[C@@H](C[C@H]([C@@H]([C@@H](CCC[C@@]2(C=C([C@@H](C[C@@]23C(=O)/C(=C(/[C@@]4([C@H]1C(=C[C@H]5[C@H]4[C@H](C(=O)C[C@@H]5O)C)C)CC)\O)/C(=O)O3)C)C)C)C)O[C@H]6C[C@@H]([C@@H]([C@H](O6)C)O[C@@H]7C[C@@H](C([C@@H](O7)C)O[C@@H]8C[C@@H]([C@@H]([C@H](O8)C)O)O)OC)O)C)CO	YEEXYAGTIVUKNM-VFSWOIQOSA-N	BGC0001204	NPA011256	Versipelostatin						
communesin A	CC(=O)N1CC[C@]23[C@H]1N4CC[C@]25[C@H](NC6=CC=CC=C36)N(C7=CC=CC(=C57)[C@H]4[C@@H]8C(O8)(C)C)C	QKUUVGNHUMKUAN-SFCIDSGNSA-N	BGC0001205	NPA008864	Communesin A						
communesin B	C/C=C/C=C/C(=O)N1CC[C@]23[C@H]1N4CC[C@]25[C@H](NC6=CC=CC=C36)N(C7=CC=CC(=C57)[C@H]4[C@@H]8C(O8)(C)C)C	XZFSMUXVAYCHFO-RPCCRITPSA-N	BGC0001205	NPA008621	Communesin B						
communesin C	C/C=C/C=C/C(=O)N1CC[C@]23[C@H]1N4CC[C@]25[C@H](NC6=CC=CC=C36)NC7=CC=CC(=C57)[C@H]4[C@@H]8C(O8)(C)C	NGWRTMWKLOPVRM-SNBYXLDTSA-N	BGC0001205	NPA011755	Communesin C						
communesin D	C/C=C/C=C/C(=O)N1CC[C@]23[C@H]1N4CC[C@]25[C@H](NC6=CC=CC=C36)N(C7=CC=CC(=C57)[C@H]4[C@@H]8C(O8)(C)C)C=O	BKJFWWFPUSKVTE-NSUYYRTMSA-N	BGC0001205	NPA014294	Communesin D						
communesin E			BGC0001205	NPA000082	Communesin E						
communesin G	CC(=C[C@@H]1C2=C3C(=CC=C2)N([C@@H]4[C@]35CCN1[C@@H]6[C@]5(CCN6C(=O)C)C7=CC=CC=C7N4)C)C	AJKLOOXVDIANRY-MGDFUXISSA-N	BGC0001205	NPA011156	Communesin G						
communesin H	CCC(=O)N1CC[C@@]23[C@@H]1N4CC[C@@]25[C@@H](NC6=CC=CC=C36)N(C7=CC=CC(=C57)[C@@H]4[C@H]8C(O8)(C)C)C	OMFQPKNORYZBSJ-HLYNDKHPSA-N	BGC0001205	NPA008504	Communesin H						
indolmycin	CC(C1C(=O)N=C(O1)NC)C2=CNC3=CC=CC=C32	GNTVWGDQPXCYBV-UHFFFAOYSA-N	BGC0001206	NPA015391	Indolmycin						
teixobactin	CC[C@H](C)[C@H]1C(=O)O[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C[C@H]2CN=C(N2)N)C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC3=CC=CC=C3)NC)C	LMBFAGIMSUYTBN-MPZNNTNKSA-N	BGC0001207	NPA013751							
poaeamide A	CCCCCCC[C@@H](O)CC(N[C@@H](CC(C)C)C(N[C@H](CCC(O)=O)C(N[C@@H](C(N[C@H](CC(C)C)C(N[C@H](C(N[C@H](CO)C(N[C@@H](CC(C)C)C(N[C@H](C(N[C@@H](C(N[C@H](C1=O)[C@H](CC)C)=O)CO)=O)CC(C)C)=O)=O)=O)CC(C)C)=O)=O)[C@H](O1)C)=O)=O)=O	FHFNHYBVXDCWKF-DJGJTQQLSA-N	BGC0001208								
streptide	C[C@@H](C(=O)N[C@H]1[C@H](C2=CC=CC3=C2NC=C3C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC1=O)CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCSC)C(=O)O)CCCN)N	UEOXFKPVURAKAA-RMYJOMHKSA-N	BGC0001209								
pseudomycoicidin			BGC0001210								
albachelin			BGC0001211								
nannocystin A	C[C@@H](CC)[C@@H]1N(C([C@@]2(C)[C@H](C[C@H](/C(C)=C/C=C/[C@H]([C@@H](C3=CC=CC=C3)OC([C@H](C(O)(C)C)NC([C@H](NC1=O)CC4=CC(Cl)=C(O)C(Cl)=C4)=O)=O)C)OC)O2)=O)C	PEOAVEOEVIQCMT-XWDGXJISSA-N	BGC0001212								
nataxazole			BGC0001213	NPA019425	Nataxazole						
marformycin A			BGC0001214	NPA013954	Marformycin A						
marformycin B			BGC0001214	NPA014097	Marformycin B						
marformycin C			BGC0001214	NPA013011	Marformycin C						
marformycin D			BGC0001214	NPA017989	Marformycin D						
marformycin E			BGC0001214	NPA001180	Marformycin E						
marformycin F			BGC0001214	NPA013157	Marformycin F						
conglobatin			BGC0001215	NPA006600	Conglobatin						
splenocin			BGC0001216								
PreQ0 Base			BGC0001217								
fumosorinone			BGC0001218			fumosorinone	CC[C@@H](C)C[C@@H](C)/C=C(\C)/C=C/C=C/C=C(\C)/C(=C1C(=O)C(=CN(C1=O)O)C2=CC=C(C=C2)O)O	122208635			
shanorellin	CC1=C(C(=O)C(=O)C(=C1O)C)CO	NIZXGIRUXUPPCW-UHFFFAOYSA-N	BGC0001219								
aculeacin A			BGC0001220			aculeacin A	CCCCCCCCCCCCCCCC(=O)N[C@H]1C[C@H]([C@H](NC(=O)[C@@H]2[C@H]([C@H](CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)O)[C@@H]([C@H](C4=CC=C(C=C4)O)O)O)[C@@H](C)O)C)O)O)O	14315169			
marinophenazine A	C/C(=C\\COc1cccc2c1nc1cccc(c1[n+]2[O-])O)/CCC=C(C)C	HUHJHKWRVBMICA-DTQAZKPQSA-N	BGC0001221								
marinophenazine B	C/C(=C\\COc1cccc2c1nc1cccc(c1n2)O)/CCC=C(C)C	GTZWCZPREISNMM-DTQAZKPQSA-N	BGC0001221	NPA015380	Phenaziterpene A						
hydroxysporine			BGC0001223								
reductasporine			BGC0001224								
celesticetin	C[C@H]([C@H]([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)SCCOC(=O)C2=CC=CC=C2O)O)O)O)NC(=O)[C@@H]3CCCN3C)OC	VMSQKUCYEMOKMM-PBZRRIJCSA-N	BGC0001225	NPA017050	Celesticetin						
streptocollin			BGC0001226								
Retimycin A	O=C(NC1C(NC(C)C(N(C)C2C(N(C)C3(C(C)C3)C(OC(C)C(NC(C4=NC5=CC=CC=C5C=C4O)=O)C(NC(C)C(N(C)C(C(S(C)=O)SC2)C(N(C)C6(C(C)C6)C(OC1C)=O)=O)=O)=O)=O)=O)=O)=O)C7=NC8=CC=CC=C8C=C7O	KDRVEKPMWVHCOU-UHFFFAOYSA-N	BGC0001228								
SBI-06990 A1			BGC0001229								
SBI-06989 A2			BGC0001229								
Salinamide A			BGC0001230	NPA017584	Salinamide A						
Salinamide B			BGC0001230	NPA003444	Salinamide B						
Salinamide C			BGC0001230	NPA002114	Salinamide C						
Salinamide D			BGC0001230			Salinamide D	C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N[C@H]2C3=CC=C(C=C3)O[C@@H]([C@@]4(CO4)/C=C/C(=O)NCC(=O)OC[C@@H](C(=O)O1)NC(=O)[C@H](NC(=O)[C@@H](N(C2=O)C)CC5=CC=CC=C5)[C@@H](C)O)C)C(C)C)NC(=O)[C@H](C)[C@@H](C(C)C)O	10606027			
Salinamide E			BGC0001230	NPA001452	Salinamide E						
Salinamide F	O=C(N[C@](C(N[C@](C1=CC=C(O[C@H](C)[C@@](O)(CO)/C=C/C2=O)C=C1)([H])C(N([C@H](C(N[C@]3([H])[C@@H](C)O)=O)CC4=CC=CC=C4)C)=O)=O)([H])[C@H](CC)C)[C@H]([C@@H](C)OC([C@H](COC(CN2)=O)NC3=O)=O)NC([C@@H]([C@@H](C(C)C)O)C)=O	QDRISVFLDJIQNB-UMPSVNBLSA-N	BGC0001230								
Desmethylsalinamide C	O=C(N[C@](C(N[C@@](C1=CC=C(O)C=C1)([H])C(N([C@H](C(N[C@]2([H])[C@@H](C)O)=O)CC3=CC=CC=C3)C)=O)=O)([H])[C@H](CC)C)[C@H]([C@@H](C)OC([C@H](COC(CNC(/C=C/C(C)=C/C)=O)=O)NC2=O)=O)NC([C@@H]([C@@H](C(C)C)O)C)=O	JVVRVIOSZWLSED-LPXHXMFQSA-N	BGC0001230								
Desmethylsalinamide E	O=C(N[C@](C(N[C@](C1=CC=C(O)C=C1)([H])C(N([C@H](C(N[C@]2([H])[C@@H](C)O)=O)CC3=CC=CC=C3)C)=O)=O)([H])[C@H](CC)C)[C@H]([C@@H](C)OC([C@H](CO[H])NC2=O)=O)NC([C@@H]([C@@H](C(C)C)O)C)=O	HQOGCJMIKOPZEW-NQIVYENRSA-N	BGC0001230								
Microsclerodermin	O=C([C@@H](O)[C@H](NC(C[C@@H](O)CNC(CNC([C@@H](CC1=CNC2=C1C=CC(Cl)=C2)NC(CN(C(C3)=O)C)=O)=O)=O)=O)[C@H](O)[C@@H](O)C/C=C/C4=CC=CC=C4)N[C@H](C5)[C@@]3(O)NC5=O	VXSZBEKMOUAWID-IQEALIBRSA-N	BGC0001231								
leucanicidin			BGC0001232	NPA003336	Leucanicidin						
feglymycin			BGC0001233	NPA002530	Feglymycin						
4,4'-piperazine-2,5-diyldimethyl-bis-phenol			BGC0001234								
antalid			BGC0001235	NPA017475	Antalid						
thiotetroamide			BGC0001236								
thiolactomycin			BGC0001237	NPA007080	Thiolactomycin						
biotin	C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2	YBJHBAHKTGYVGT-ZKWXMUAHSA-N	BGC0001238	NPA013155	Biotin						
serinocyclin A	C1CNC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)C3(CC3)NC(=O)[C@@H](NC(=O)[C@H](NC1=O)CO)CO)O)CO)C[C@H](CCN)O	RBBMDAKGTMLVAP-LPJTWDLVSA-N	BGC0001240	NPA015502	Serinocyclin A						
serinocyclin B			BGC0001240	NPA016948	Serinocyclin B						
ergotamine	C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C	XCGSFFUVFURLIX-VFGNJEKYSA-N	BGC0001241								
fusarubin	CC1(CC2=C(C3=C(C(=O)C=C(C3=O)OC)C(=C2CO1)O)O)O	FKJXMYJPOKQPSS-UHFFFAOYSA-N	BGC0001242	NPA000830	Oxyjavanicin						
botryenalol	C[C@@H]1C[C@@H]([C@@H]2C(=C1C=O)[C@@](CC2(C)C)(C)CO)OC(=O)C	DSVSTMJOGQEZJX-BYLNDYCFSA-N	BGC0001243	NPA007774	Botryenalol						
dihydrobotrydial	C[C@@H]1C[C@@H]([C@@H]2[C@@]3([C@H]1[C@H](OC[C@]3(CC2(C)C)C)O)O)OC(=O)C	QUGYVDURDBEQRB-CJNHKLDISA-N	BGC0001243	NPA019254	Dihydrobotrydial						
botryendial	C[C@@H]1C[C@@H]([C@@H]2C(=C1C=O)[C@@](CC2(C)C)(C)C=O)OC(=O)C	QWZKEROSOALLJP-BYLNDYCFSA-N	BGC0001243	NPA007962	Botryendial						
beta-O-Methyl-dihydrobotrydialone	C[C@@H]1C[C@@H]([C@H]2CC([C@]3([C@]2([C@H]1[C@H](OC3=O)OC)O)C)(C)C)OC(=O)C	ZSUNNUWZXSMVSR-SIDLXGPFSA-N	BGC0001243								
botcinic acid	CCCC[C@@H](/C=C/C(=O)O[C@@H]1[C@H]([C@@H]([C@@](O[C@H]1C)(C)[C@H]([C@@H](C)C(=O)O)O)O)C)O	XGNHXARWXKZZNY-HZVPPPABSA-N	BGC0001243	NPA018004	Botcinic acid						
botcinin A	CCCC[C@@H](/C=C/C(=O)O[C@@H]1[C@H]([C@H]2[C@@]([C@H]([C@H](C(=O)O2)C)OC(=O)C)(O[C@H]1C)C)C)O	WLRQVOMHDQWLIH-WMLFUGEISA-N	BGC0001243	NPA007223	Botcinin A						
(-)-Mellein	C[C@@H]1CC2=C(C(=CC=C2)O)C(=O)O1	KWILGNNWGSNMPA-ZCFIWIBFSA-N	BGC0001244								
lasiodiplodin	C[C@H]1CCCCCCCC2=CC(=CC(=C2C(=O)O1)OC)O	OKWRDLQBKAOJNC-LBPRGKRZSA-N	BGC0001245								
trans-resorcylide			BGC0001246			trans-resorcylide	C[C@H]1CCC/C=C/C(=O)CC2=CC(=CC(=C2C(=O)O1)O)O	11818600			
cercosporin	C[C@H](CC1=C(C(=C2C(=O)C=C3C4=C5C(=CC(=O)C6=C(C(=C(C(=C56)C1=C42)CC(C)O)OC)O)OCO3)O)OC)O	MXLWQNCWIIZUQT-NFJWQWPMSA-N	BGC0001247	NPA013081	Cercosporin						
clavaric acid	C[C@H](CCC(C(C)(C)O)O)[C@H]1CC[C@@]2([C@@]1(CCC3=C2CC[C@@H]4[C@@]3(C[C@H](C(=O)C4(C)C)OC(=O)CC(C)(CC(=O)O)O)C)C)C	FNHDSKHVYPYDAZ-VCICWZRISA-N	BGC0001248	NPA011462	Clavaric acid						
dimethylcoprogen	C/C(=C/C(=O)N(CCCC1C(=O)NC(C(=O)N1)CCCN(C(=O)/C=C(/C)\CCOC(=O)C(CCCN(C(=O)/C=C(\C)/CCO)[O-])N(C)C)[O-])[O-])/CCO.[Fe+3]	JDHISTLPUACCFK-IYMJAPOQSA-N	BGC0001249								
epichloenin A			BGC0001250			epichloenin A	C/C(=C\C(=O)N(CCC[C@H]1C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCN(C(=O)/C=C(\C)/CCO)O)CCCN(C(=O)/C=C(\C)/CCO)O)CCC(=O)N)O)/CCO	101570776			
ACR-toxin			BGC0001252								
ACT-Toxin I			BGC0001253			ACT-Toxin I	C/C=C(\C)/C(C(C)(C(C(C(=O)NC(C(C)C)C(=O)O[C@H](/C=C/C=C\C=C\C(=O)O)[C@@]1(CO1)C)O)O)O)O	101065735			
ACT-Toxin II			BGC0001254			ACT-Toxin II	C/C=C(\C)/CC(C)(C(C(C(=O)NC(C(C)C)C(=O)O[C@H](/C=C/C=C\C=C\C(=O)O)[C@@]1(CO1)C)O)O)O	101065734			
equisetin	C/C=C/[C@@H]1C=C[C@@H]2C[C@@H](CC[C@H]2[C@]1(C)/C(=C\3/C(=O)[C@@H](N(C3=O)C)CO)/O)C	QNQBPPQLRODXET-AIMHRHHOSA-N	BGC0001255	NPA013853	Equisetin						
atromentin	C1=CC(=CC=C1C2=C(C(=O)C(=C(C2=O)O)C3=CC=C(C=C3)O)O)O	FKQQKMGWCJGUCS-UHFFFAOYSA-N	BGC0001256	NPA018419	Atromentin						
1,3,6,8-tetrahydroxynaphthalene	C1=C2C=C(C=C(C2=C(C=C1O)O)O)O	BCMKHWMDTMUUSI-UHFFFAOYSA-N	BGC0001257								
1,8-dihydroxynaphthalene	C1=CC2=C(C(=C1)O)C(=CC=C2)O	OENHRRVNRZBNNS-UHFFFAOYSA-N	BGC0001258								
elsinochrome A	CC(=O)[C@@H]1[C@H](C2=C(C(=C3C(=O)C=C(C4=C5C(=CC(=O)C6=C(C(=C1C(=C56)C2=C43)OC)O)OC)OC)O)OC)C(=O)C	SVDUCZIGPIYIHQ-HZPDHXFCSA-N	BGC0001259								
terpendole E	C[C@]12CC[C@H]3[C@]([C@@H]1CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)([C@@H](C[C@H](O3)C(C)(C)O)O)C	SVYIMXYKHRBHSG-KYYKPQATSA-N	BGC0001260	NPA016267	Terpendole E						
AM-toxin	CC1C(=O)OC(C(=O)NC(C(=O)NC(=C)C(=O)N1)CCC2=CC=C(C=C2)OC)C(C)C	YSONUVGWOCXRPA-UHFFFAOYSA-N	BGC0001261								
AK-toxin	CC(C1=CC=CC=C1)C(C(=O)OC(/C=C/C=C\C=C\C(=O)O)C2(CO2)C)NC(=O)C	HGSOUJPIFSDBKJ-OUYMFVGOSA-N	BGC0001262	NPA008756	AK-toxin I						
ergometrine	C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C	WVVSZNPYNCNODU-XTQGRXLLSA-N	BGC0001263	NPA011882	Ergometrinine						
betaenone A	CCC(C)C1C2(C3C(CC(CC3C(C1(C)O)(/C(=C/O)/C2=O)O)(C)O)C)C	FHJXKTOXQHRDTL-GXDHUFHOSA-N	BGC0001264								
betaenone B	CC[C@@H](C)[C@@H]1[C@]([C@H]2[C@@H](C[C@@](C[C@@H]2C(=O)[C@@]1(C)O)(C)O)C)(C)C(=O)CCO	PUZNAAVWFXQUDM-HBKHSIGZSA-N	BGC0001264								
betaenone C	CCC(C)C1C(C2C(CC(CC2C(=O)C1(C)O)(C)O)C)(C)C(=O)/C=C\O	YRYPVWAJOMXOHH-HJWRWDBZSA-N	BGC0001264	NPA002632	Betaenone C						
grayanic acid			BGC0001266			grayanic acid	CCCCCCCC1=C2C(=CC(=C1C(=O)O)O)OC(=O)C3=C(O2)C=C(C=C3C)OC	101679241			
lysergic acid	CN1C[C@@H](C=C2[C@H]1CC3=CNC4=CC=CC2=C34)C(=O)O	ZAGRKAFMISFKIO-QMTHXVAHSA-N	BGC0001267								
elymoclavine	CN1CC(=C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CO	DAVNRFCJMIONPO-UKRRQHHQSA-N	BGC0001267								
gibberellin A3	C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	IXORZMNAPKEEDV-OBDJNFEBSA-N	BGC0001269								
gibberellin A1	C[C@@]12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	JLJLRLWOEMWYQK-OBDJNFEBSA-N	BGC0001269								
gibberellin A7	C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O	SEEGHKWOBVVBTQ-NFMPGMCNSA-N	BGC0001269	NPA007600	Gibberellin A7						
gibberellin A4	C[C@@]12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O	RSQSQJNRHICNNH-NFMPGMCNSA-N	BGC0001269	NPA001469	Gibberellin A4						
gibberellin A9	CC12CCC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O	MHVYWTXXZIFXDT-MMZROTCTSA-N	BGC0001269								
emericellin	CC1=CC2=C(C(=C1OCC=C(C)C)CO)C(=O)C3=C(C=CC(=C3O2)CC=C(C)C)O	JZHBEPYIKRDWBE-UHFFFAOYSA-N	BGC0001271								
elsinochrome B	CC(C1C(C2=C(C(=C3C(=O)C=C(C4=C5C(=CC(=O)C6=C(C(=C1C(=C56)C2=C43)OC)O)OC)OC)O)OC)C(=O)C)O	XOLHPTZQLUNXFP-UHFFFAOYSA-N	BGC0001272								
elsinochrome C	CC(C1C(C2=C(C(=C3C(=O)C=C(C4=C5C(=CC(=O)C6=C(C(=C1C(=C56)C2=C43)OC)O)OC)OC)O)OC)C(C)O)O	ZMNNNJBGHWVPLI-UHFFFAOYSA-N	BGC0001272								
asperlactone	C[C@H]1[C@@H](O1)C2=C[C@@H](OC2=O)[C@H](C)O	VMLNPJDEXLLCQG-DGCAKLBHSA-N	BGC0001273								
non-acetylated open-chain sophorolipid	CC(CCCCCC/C=C\CCCCCCCC(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O	MRMIIYJPIRIFCV-QNFSESTQSA-N	BGC0001274								
diacetylated lactonic sophorolipid	CC1CCCCCC/C=C/CCCCCCCC(=O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O1)COC(=O)C)O)O)COC(=O)C	OGTXYHUVJIPSDT-GMRTZSTFSA-N	BGC0001274								
6-methylsalicyclic acid	CC1=C(C(=CC=C1)O)C(=O)O	HCJMNOSIAGSZBM-UHFFFAOYSA-N	BGC0001275								
nivalenol	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)CO	UKOTXHQERFPCBU-XBXCNEFVSA-N	BGC0001277								
deoxynivalenol	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO	LINOMUASTDIRTM-QGRHZQQGSA-N	BGC0001277	NPA005872	Vomitoxin						
3-acetyldeoxynivalenol	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO	ADFIQZBYNGPCGY-HTJQZXIKSA-N	BGC0001277								
15-acetyldeoxynivalenol	CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H](C34CO4)O2)O)C)COC(=O)C	IDGRYIRJIFKTAN-KLOHDQKESA-N	BGC0001277								
neosolaniol	CC1=C[C@@H]2[C@](C[C@@H]1O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C	TVZHDVCTOCZDNE-WVJYZQHISA-N	BGC0001277								
calonectrin	CC1=C[C@@H]2[C@](CC1)([C@]3(C[C@H]([C@H](C34CO4)O2)OC(=O)C)C)COC(=O)C	IGDIDZAQDRAJRB-NXWNTDFDSA-N	BGC0001277								
apotrichodiol	CC1=C[C@H]2[C@](CC1)([C@]3(C[C@H](C[C@]3(O2)CO)O)C)C	LRGJZQCUGTZKGE-FQKPHLNHSA-N	BGC0001277								
isotrichotriol	CC1=CC([C@@](CC1)(C)[C@]2(C[C@H]([C@H](C23CO3)O)O)C)O	WGOGDSNCSQGSSF-GGHVZYJGSA-N	BGC0001277								
15-decalonectrin	CC1=CC2C(CC1)(C3(CC(C(C34CO4)O2)OC(=O)C)C)CO	DFPPNUOWRKIOKO-UHFFFAOYSA-N	BGC0001277	NPA003080	15-deacetylcalonectrin						
T-2 Toxin	CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C	BXFOFFBJRFZBQZ-FHAHJZMBSA-N	BGC0001277								
3-acetyl T-2 toxin	CC1=C[C@@H]2[C@](C[C@@H]1OC(=O)CC(C)C)([C@]3([C@@H](C[C@H]([C@H]([C@]34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C	BZDNTGGBZYGQRR-GBMDJSRPSA-N	BGC0001277								
trichodiene			BGC0001277	NPA012542	Trichodiene						
deoxysambucinol	CC1=CC23[C@](CC1)([C@]4(CC[C@H]([C@]4(O2)CO)O3)C)C	SFDJEINPFSNJBN-AVBXVCIKSA-N	BGC0001279								
sambucinol	CC1=CC23C(CC1)([C@]4(CC(C(C4(O2)CO)O3)O)C)C	GFLMBFRNOPTZDK-DNKVGAQPSA-N	BGC0001279								
roridin E	CC1=C[C@@H]2[C@@]3(CC1)COC(=O)/C=C(/CCO[C@H](/C=C/C=C\C(=O)O[C@H]4[C@]3([C@]5(CO5)[C@@H](C4)O2)C)[C@@H](C)O)\C	KEEQQEKLEZRLDS-FLGSVKSYSA-N	BGC0001279	NPA010487	Roridin E						
ustilagic acid	CCCC(CC(=O)OC1[C@H]([C@@H](C(O[C@H]1O[C@H]2[C@@H](C([C@@H](OC2COC(=O)C)OCC(CCCCCCCCCCCCC(C(=O)O)O)O)O)O)CO)O)O)O	OUCYENMKGCGOOQ-SYULUIEFSA-N	BGC0001281								
lolitriol	C[C@]12CC[C@H]3[C@@]4([C@@]1(CC[C@@H]5[C@@]2(C6=C(C5)C7=C(N6)C=CC8=C7C[C@@H]9[C@@H](C8=O)C(OC9(C)C)(C)C)C)O)[C@H](O4)[C@@H]([C@H](O3)C(C)(C)O)O	GIHSQRKLXKCZNX-FHDNRYQMSA-N	BGC0001282	NPA016492	Lolitriol						
Arsono-polyketide			BGC0001283								
Pseudopyronine A			BGC0001285	NPA001300	Pseudopyronine A						
Pseudopyronine B			BGC0001285	NPA007296	Pseudopyronine B						
itaconic acid	C=C(CC(=O)O)C(=O)O	LVHBHZANLOWSRM-UHFFFAOYSA-N	BGC0001286								
chaxamycin A	C[C@H]1/C=C/C=C\C(=O)NC2=C(C(=O)C3=C(C(=C(C(=C3C2=O)O)C)O)C(=O)/C(=C/[C@@H]([C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)O)C)O)C)/C)C	OWRAZHDHNJAEKU-NMCWGSMOSA-N	BGC0001287	NPA015733	Chaxamycin A						
chaxamycin B	C[C@H]1/C=C/C=C\C(=O)NC2=C(C(=O)C3=C(C(=C(C=C3C2=O)C)O)C(=O)/C(=C/[C@@H]([C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)O)C)O)C)/C)C	YIELQFCSZNNHLS-AIGVRGBASA-N	BGC0001287	NPA000253	Chaxamycin B						
chaxamycin C	C[C@H]1/C=C/C=C\C(=O)NC2=C(C(=O)C3=C(C(=C(C(=C3C2=O)O)C)O)C(=O)/C(=C/[C@@H]([C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)O)C)O)CO)/C)C	DKNKXGMUDKSFMM-RRFXWELOSA-N	BGC0001287	NPA013936	Chaxamycin C						
chaxamycin D	C[C@H]1/C=C/C=C\C(=O)NC2=C(C(=O)C3=C(C2=O)C(=C(C4=C3[C@@H]([C@@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)O)C)O)C)O)C	QWIHJIQXNOWSHR-MIWIPQMRSA-N	BGC0001287	NPA007450	Chaxamycin D						
maklamicin	C[C@H]1CC[C@@H]2[C@@H](C1)C=C[C@@H]3[C@]2(C(=C4C(=O)[C@@]5(C[C@H](C(=C[C@]5(C/C=C/[C@H]3C)C)CO)C[C@@H](C)O)OC4=O)O)C	VJLSELMYIYSGPA-UBMJFAPJSA-N	BGC0001288	NPA001191	Maklamicin						
penisin			BGC0001289								
emericellamide A	CCCCCC[C@H](C)[C@@H]1[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)C)C)CC(C)C)C(C)C)C	QURRTAYEASAREY-OOVPVTRWSA-N	BGC0001290	NPA018260	Emericellamide A						
